h1,h2,h3,h4,max_iter,learning_rate_init,s1,s2,s3,m1,m2,m3,m4,m5,m6,m7,m8,m9,y
11,4,5,2,120,0.0027012026196987357,0,0,1,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.09663009404388714
15,2,2,0,186,0.06549414005081769,1,1,0,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.30044226044226047
17,3,0,0,344,0.0005267649445434322,0,1,0,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.2906293706293706
10,3,1,0,189,0.001980152565745219,0,0,0,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.0
21,2,1,1,1325,0.0001273906257936769,1,0,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.0
10,3,1,1,116,0.09637215583553918,0,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.6273427920082693
11,2,0,0,1518,0.00038919330918998023,0,1,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.13387299234000494
12,3,2,2,1280,0.0005018377251301115,0,1,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.5819461697722568
15,3,1,1,278,0.0002834558523453758,1,0,1,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.8850323535863128
17,3,1,1,177,0.000219528744933849,1,0,0,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.09236276762592552
12,4,1,3,2700,0.00013576987569036513,0,0,1,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.37229510354094963
11,1,3,3,5583,0.0008194989476109781,0,1,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.9630280830280831
13,0,0,0,122,0.006105168257027904,0,0,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.938470307260113
8,2,1,3,2298,0.02074632931512465,1,0,1,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.0
15,5,0,0,339,0.03241887185642282,1,0,1,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.9904713114754099
9,4,4,0,136,0.029954643063980633,1,0,0,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.0
23,1,3,0,5042,0.08335054683573552,1,1,0,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.45604696673189826
15,4,2,2,182,0.015462440453164342,0,0,1,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
13,3,2,0,1082,0.07425528109093141,1,1,0,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.29048178613396003
13,0,0,0,265,0.015392781250995823,1,1,0,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.6000000000000001
15,2,2,2,995,0.04562430063205293,0,0,0,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
15,4,0,0,1954,0.08542358868689284,0,1,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
6,3,3,0,117,0.0001312078373236731,1,0,1,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.0
20,2,2,2,2509,0.006019220021058298,0,1,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.2265055932960389
24,2,4,3,403,0.09194430084082694,0,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.0
10,3,1,2,503,0.008693805245546775,0,0,1,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.26733763542715056
12,1,2,0,5426,0.009379123315843377,1,0,1,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.15926829268292683
10,1,4,2,8419,0.00982554653574173,1,0,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.8425396825396826
19,3,1,3,1021,0.0007207170866774684,0,0,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.12598425196850394
16,5,1,1,727,0.000605009912666363,1,1,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.0
15,2,1,0,2101,0.010174195359071258,1,0,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.0
13,7,4,0,1518,0.00014727858788143663,1,0,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.0
14,4,1,1,613,0.09227244597636083,1,1,0,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.9036954246157328
13,5,1,3,252,0.003650950860893717,1,0,1,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.296060606060606
21,0,0,0,5737,0.00015886533324441075,0,1,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.8832186327124768
10,2,1,1,130,0.011912247882861835,0,1,0,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.4341163950153869
20,2,3,1,144,0.07566390284699183,1,0,1,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.39908481903346865
15,3,2,1,621,0.00012840114097381248,1,0,1,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.0
18,2,3,1,5551,0.0038453108371687343,0,0,1,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.1663775869665534
20,2,3,2,163,0.0720282608223946,1,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.14921763869132287
22,4,2,1,368,0.0018108265967433778,1,0,1,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.6126099865047233
23,2,5,0,569,0.012496208959892152,0,0,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.35833333333333334
14,4,0,0,653,0.00014282224905482548,1,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.8057258771616925
15,4,0,0,675,0.04275903088952563,1,1,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.9512110936878738
13,7,4,1,7476,0.000529926574801992,0,1,0,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.8779845154845154
8,6,0,0,153,0.0001997081320131702,1,0,0,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
13,3,1,0,1193,0.00015080275168176459,1,0,1,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.7780946107033063
18,6,1,1,900,0.00017236902667295946,0,1,0,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.6126099865047233
17,2,2,0,345,0.00048579990144749985,0,0,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.7795898758036166
21,4,5,0,1608,0.00022399597741485852,1,1,0,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.8666666666666667
10,4,3,0,1603,0.0020344762073270083,1,1,0,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.7052911782561996
19,5,2,1,5755,0.026143421100432954,1,0,1,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.0
18,4,4,1,1468,0.0014710706799281874,1,1,0,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.09236276762592552
12,3,2,1,2546,0.0001939655571139196,0,1,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.8850323535863128
20,3,3,2,245,0.016815580796159947,0,1,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.8850323535863128
14,5,1,1,166,0.07466971871024465,1,1,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.4541886739655112
18,2,4,1,2785,0.00023569907507808892,1,0,1,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.0
13,1,3,3,3594,0.06428803288377577,0,1,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.8049558284852403
11,5,1,2,7917,0.06532187407799235,1,1,0,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.29714285714285715
16,3,2,1,8152,0.0013148766214177389,1,0,1,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.11162307203109267
12,4,2,1,530,0.01971321416694721,1,0,0,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.8557953964194374
10,1,2,1,699,0.012382176009793985,1,1,0,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.1528888888888889
20,3,4,0,5570,0.006825283481827936,0,0,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.0
13,3,1,1,1266,0.06318805701981249,0,1,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.07169907963185274
13,6,0,0,2043,0.03243945017190913,1,1,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.7999999999999999
7,3,3,1,8171,0.08268706871068951,0,0,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.0
19,5,1,1,154,0.0001379686864111033,1,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.0
17,3,2,0,1197,0.042728169194545224,0,1,0,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
17,2,5,0,2925,0.09583640631282661,1,1,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.962073437513921
11,4,3,0,3830,0.0022035104336437018,0,1,0,213,9,11.529411764705882,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.16243032329988852
16,4,1,0,6537,0.0038699578322012587,0,1,0,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.7889478676327992
18,2,2,0,555,0.08649166968030983,1,1,0,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.7380784590086915
14,0,0,0,5586,0.010495440716084358,0,0,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.8646756441674646
15,2,1,1,5299,0.004049934883375826,0,1,0,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.0
12,4,2,1,1862,0.00011724689232029458,0,0,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.2602160323588895
17,3,4,3,706,0.03959652400249815,1,1,0,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.8393986928104575
15,4,1,1,104,0.008505415529449717,0,0,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.0
24,1,3,0,1617,0.00020110807299464608,1,1,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.7794444444444445
16,2,0,0,390,0.0025601761397141313,0,0,1,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.0
17,5,3,0,105,0.03609859698277926,1,1,0,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.1827847871840681
12,3,0,0,4275,0.0009321451962842556,1,0,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.9632265362720771
23,1,2,1,133,0.0538320043061569,0,1,0,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.0
15,5,1,2,310,0.000134274606504526,0,1,0,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.0
18,1,2,1,4884,0.00040208350551736096,0,0,1,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.4938015300191928
13,5,4,0,103,0.0026589051510730365,1,0,1,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,1.0
19,6,0,0,196,0.008285296339163726,0,1,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.0
17,0,0,0,2763,0.021608135693206777,0,0,1,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.9870833333333332
13,5,3,2,123,0.0001828243548884216,0,1,0,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.5360748940095436
13,3,1,0,1390,0.01457542529217376,1,0,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.9864262990455992
21,2,2,1,5916,0.011561605548758737,0,0,1,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.060921558141772844
20,3,3,0,5113,0.005190282039392407,1,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,1.0
15,3,5,0,105,0.0016872376851556092,0,1,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.4333115519581685
12,3,0,0,1221,0.00012301140925585543,1,0,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.0
12,2,2,1,862,0.00017545575499855443,0,0,1,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.376624699002408
15,1,0,0,811,0.0026432459461800235,1,0,0,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.1
17,2,5,1,222,0.008511506527202008,1,1,0,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.9827838827838828
13,1,0,0,2398,0.0869709355148562,0,0,0,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
15,8,0,0,597,0.062206353766164346,1,0,0,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.9764705882352942
20,7,1,1,235,0.018237124977678616,1,0,1,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.7889478676327992
21,2,3,0,191,0.00430666588029841,1,0,1,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.8180392156862746
9,4,3,3,3027,0.0021706740242425243,0,0,0,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.9865546218487395
21,3,0,0,990,0.0001393397926437955,0,0,0,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.37881473615791034
10,3,3,0,2033,0.022567334792805354,1,1,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.9597337258929819
11,4,1,1,2419,0.000640402736038673,1,0,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.0
12,2,0,0,114,0.005526792084972958,0,0,1,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.41410992639062816
11,0,0,0,1307,0.0002083828720972519,1,0,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.04616161616161616
15,3,0,0,357,0.0008504572761700737,0,0,1,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.2968253968253969
13,0,0,0,481,0.0003574819826460382,0,1,0,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.8806151742993846
13,3,3,1,873,0.00019440472075194935,1,0,0,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.09236276762592552
22,2,2,2,2254,0.0001468115674447452,0,1,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.0
17,4,2,1,849,0.05764925217289771,0,1,0,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,0.0
18,0,0,0,2344,0.009243074185173446,1,1,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.9659567383934591
18,3,1,1,1109,0.011276575131575517,0,1,0,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.4065288027464655
10,3,1,0,546,0.04791456631150899,0,1,0,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,1.0
23,2,2,0,1168,0.008737978033470067,1,1,0,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.9777777777777776
7,2,2,0,6067,0.03446289574800537,0,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.9134793958365253
16,4,2,4,457,0.0013282883508941297,0,1,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.11169158986496448
21,3,2,0,699,0.0053833996965965145,0,0,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.0
10,1,3,1,121,0.0043466911393427714,0,1,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.7051948051948053
14,2,2,0,570,0.00036091117589371095,0,0,1,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.7795898758036166
20,5,4,1,237,0.02756131279834811,1,0,1,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,1.0
14,4,5,3,1066,0.002445930012629455,0,1,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.9789686337054759
16,2,2,0,111,0.025284255717155188,1,1,0,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.9430708130763166
16,4,1,2,2125,0.0008340755749574722,0,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.5779474548440067
15,3,1,1,2523,0.001366375295984297,0,0,1,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.4
20,2,2,1,1096,0.04749202037295921,0,0,0,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.0
15,1,0,0,120,0.01263356131349875,0,0,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.0
10,0,0,0,113,0.011310823439122132,0,1,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.9027772380640846
12,1,2,2,5955,0.001879091298623951,1,1,0,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
21,3,3,3,719,0.021052300585929763,0,1,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.36755493221131375
16,3,1,0,3650,0.0009134852648921911,1,0,1,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.4060606060606061
15,2,4,0,1278,0.0073035040796266505,1,0,0,213,9,11.529411764705882,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.30000000000000004
19,4,0,0,1139,0.0498368941181123,0,1,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.1629711751662971
6,5,0,0,3249,0.041340571018810515,0,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.7317936523238749
15,5,3,0,646,0.011921469034431044,0,0,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.7190711388944904
14,3,4,0,146,0.0002257675117270194,0,1,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.7167697441601779
11,1,2,1,527,0.001053609662152015,1,1,0,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,0.9777777777777779
11,3,4,0,351,0.009458056059060332,0,0,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.9110129133169808
21,2,3,2,3801,0.02437037277044392,1,0,1,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.742447026657553
10,0,0,0,1629,0.00020184448211429707,0,0,1,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.376624699002408
19,3,1,1,2467,0.0079056573428948,0,1,0,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.5213891222881142
12,2,2,1,770,0.0004109656638124715,1,0,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.2265055932960389
19,2,1,0,6620,0.001162498805860221,0,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.0
11,5,0,0,5716,0.00020171627966506655,1,1,0,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.6666666666666667
16,3,4,1,704,0.004171182934655444,1,1,0,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.34606060606060607
14,5,3,0,2062,0.0007821449298159829,1,0,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.7335187851016809
12,1,3,2,381,0.0006528973408215289,1,1,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.0
19,5,2,1,7280,0.004118544482437168,1,0,1,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.1663775869665534
17,2,3,0,788,0.08847346136942924,0,0,1,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.061844532279314884
19,3,2,0,2981,0.0346563683891446,0,1,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.09818442841053947
13,2,2,1,2581,0.000935534472955331,1,0,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.9295671649462156
14,2,4,1,551,0.0013528867389177705,0,1,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.24214791227021862
12,3,3,0,1936,0.0010077144145754452,0,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.4398730398277654
15,3,0,0,123,0.0004969765729411034,0,1,0,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.6847526573246533
18,8,3,1,9216,0.08727055166481396,1,1,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.0
12,2,2,1,1186,0.0002609580825296194,0,1,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.5375392527424785
14,4,2,1,6299,0.0076626242426337,0,1,0,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.08677248677248676
16,4,1,1,105,0.0004014146014658402,1,0,1,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
17,1,3,1,3185,0.020563660763211932,1,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.23639712587081005
10,2,0,0,3901,0.052908574629134675,1,0,1,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.29448142248517717
11,5,3,0,559,0.013863342229658227,1,0,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.5899639858204473
10,4,1,0,1397,0.06857812596888498,0,1,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.5781145960434235
12,1,0,0,8559,0.05726522573707287,0,1,0,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.4938015300191928
19,2,1,0,348,0.004811785787620876,0,0,1,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.0
11,4,3,1,1470,0.0102010217888514,1,0,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.0
15,5,3,1,1170,0.00038435823969594696,0,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.0
16,1,1,0,107,0.04594873291551652,1,0,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.0
11,3,2,0,9311,0.0034704680125953744,0,1,0,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.09236276762592552
20,2,0,0,808,0.01227691633268801,0,1,0,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.0
15,4,1,3,1039,0.0002744092539892214,0,0,1,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
11,3,1,1,1065,0.05639835833669268,1,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.14135338345864662
22,5,1,0,282,0.0006637005672955464,0,0,0,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.3943360556563823
