boosting_type,colsample_bytree,learning_rate,metric,n_estimators,num_leaves,random_state,reg_alpha,score
gbdt,0.7,0.05,mae,150,32,2021,0.1,0.08632011352919855
gbdt,0.7,0.05,mae,150,32,2021,1.0,0.09549547145015584
gbdt,0.7,0.05,mae,150,32,2021,10.0,0.12893780736600605
gbdt,0.7,0.05,mae,150,32,2022,0.0,0.08619126663993146
gbdt,0.7,0.05,mae,150,32,2022,0.1,0.08707924823571334
gbdt,0.7,0.05,mae,150,32,2022,1.0,0.09555035688918022
gbdt,0.7,0.05,mae,150,32,2022,10.0,0.1296511965549955
gbdt,0.7,0.05,mae,150,32,2023,0.0,0.08588952855737364
gbdt,0.7,0.05,mae,150,32,2023,0.1,0.08722665891696285
gbdt,0.7,0.05,mae,150,32,2023,1.0,0.09550121606652809
gbdt,0.7,0.05,mae,150,32,2023,10.0,0.1302526939838618
gbdt,0.7,0.05,mae,150,64,2020,0.0,0.08570064361967973
gbdt,0.7,0.05,mae,150,64,2020,0.1,0.08651105620831015
gbdt,0.7,0.05,mae,150,64,2020,1.0,0.0965428597364402
gbdt,0.7,0.05,mae,150,64,2020,10.0,0.1292299095683948
gbdt,0.7,0.05,mae,150,64,2021,0.0,0.0848964426688055
gbdt,0.7,0.05,mae,150,64,2021,0.1,0.0861571014866714
gbdt,0.7,0.05,mae,150,64,2021,1.0,0.09549547145015584
gbdt,0.7,0.05,mae,150,64,2021,10.0,0.12893780736600605
gbdt,0.7,0.05,mae,150,64,2022,0.0,0.08545814333500733
gbdt,0.7,0.05,mae,150,64,2022,0.1,0.08715585564348916
gbdt,0.7,0.05,mae,150,64,2022,1.0,0.09555035688918022
gbdt,0.7,0.05,mae,150,64,2022,10.0,0.1296511965549955
gbdt,0.7,0.05,mae,150,64,2023,0.0,0.0851955679953447
gbdt,0.7,0.05,mae,150,64,2023,0.1,0.0872051965335557
gbdt,0.7,0.05,mae,150,64,2023,1.0,0.09550121606652809
gbdt,0.7,0.05,mae,150,64,2023,10.0,0.1302526939838618
gbdt,0.7,0.05,mae,200,8,2020,0.0,0.09805571309324669
gbdt,0.7,0.05,mae,200,8,2020,0.1,0.0978022375017213
gbdt,0.7,0.05,mae,200,8,2020,1.0,0.10004261058600902
gbdt,0.7,0.05,mae,200,8,2020,10.0,0.1284081827928616
gbdt,0.7,0.05,mae,200,8,2021,0.0,0.09732251505873901
gbdt,0.7,0.05,mae,200,8,2021,0.1,0.09811282154527919
gbdt,0.7,0.05,mae,200,8,2021,1.0,0.1000436786239934
gbdt,0.7,0.05,mae,200,8,2021,10.0,0.12898291118211067
gbdt,0.7,0.05,mae,200,8,2022,0.0,0.09728113443697006
gbdt,0.7,0.05,mae,200,8,2022,0.1,0.09818282859256396
gbdt,0.7,0.05,mae,200,8,2022,1.0,0.09820914412521269
gbdt,0.7,0.05,mae,200,8,2022,10.0,0.1289661212211468
gbdt,0.7,0.05,mae,200,8,2023,0.0,0.09908717067608448
gbdt,0.7,0.05,mae,200,8,2023,0.1,0.09788168561379854
gbdt,0.7,0.05,mae,200,8,2023,1.0,0.1015243516891368
gbdt,0.7,0.05,mae,200,8,2023,10.0,0.13127199759555228
gbdt,0.7,0.05,mae,200,16,2020,0.0,0.08703180317184436
gbdt,0.7,0.05,mae,200,16,2020,0.1,0.08688960780691708
gbdt,0.7,0.05,mae,200,16,2020,1.0,0.09237164199790818
gbdt,0.7,0.05,mae,200,16,2020,10.0,0.1269322057897227
gbdt,0.7,0.05,mae,200,16,2021,0.0,0.0878951179254838
gbdt,0.7,0.05,mae,200,16,2021,0.1,0.08734672174658857
gbdt,0.7,0.05,mae,200,16,2021,1.0,0.09200092016572355
gbdt,0.7,0.05,mae,200,16,2021,10.0,0.12670185536085993
gbdt,0.7,0.05,mae,200,16,2022,0.0,0.08859806820791528
gbdt,0.7,0.05,mae,200,16,2022,0.1,0.08749776986290228
gbdt,0.7,0.05,mae,200,16,2022,1.0,0.09411332291151389
gbdt,0.7,0.05,mae,200,16,2022,10.0,0.12756246855684406
gbdt,0.7,0.05,mae,200,16,2023,0.0,0.08671535139992774
gbdt,0.7,0.05,mae,200,16,2023,0.1,0.08771309723398246
gbdt,0.7,0.05,mae,200,16,2023,1.0,0.09401753473247323
gbdt,0.7,0.05,mae,200,16,2023,10.0,0.12804182124683422
gbdt,0.7,0.05,mae,200,32,2020,0.0,0.08413365277424499
gbdt,0.7,0.05,mae,200,32,2020,0.1,0.08468750785881948
gbdt,0.7,0.05,mae,200,32,2020,1.0,0.0941320305972817
gbdt,0.7,0.05,mae,200,32,2020,10.0,0.1269322057897227
gbdt,0.7,0.05,mae,200,32,2021,0.0,0.08281322782099386
gbdt,0.7,0.05,mae,200,32,2021,0.1,0.08427824143467665
gbdt,0.7,0.05,mae,200,32,2021,1.0,0.0932563499907848
gbdt,0.7,0.05,mae,200,32,2021,10.0,0.12670185536085993
gbdt,0.7,0.05,mae,200,32,2022,0.0,0.08416858503086375
gbdt,0.7,0.05,mae,200,32,2022,0.1,0.08496168117808042
gbdt,0.7,0.05,mae,200,32,2022,1.0,0.09331859051843754
gbdt,0.7,0.05,mae,200,32,2022,10.0,0.12756246855684406
gbdt,0.7,0.05,mae,200,32,2023,0.0,0.0835854035125114
gbdt,0.7,0.05,mae,200,32,2023,0.1,0.08499045532996605
gbdt,0.7,0.05,mae,200,32,2023,1.0,0.0928997260743227
gbdt,0.7,0.05,mae,200,32,2023,10.0,0.12804182124683422
gbdt,0.7,0.05,mae,200,64,2020,0.0,0.08366101390920064
gbdt,0.7,0.05,mae,200,64,2020,0.1,0.08467353050172965
gbdt,0.7,0.05,mae,200,64,2020,1.0,0.0941320305972817
gbdt,0.7,0.05,mae,200,64,2020,10.0,0.1269322057897227
gbdt,0.7,0.05,mae,200,64,2021,0.0,0.08292285754465006
gbdt,0.7,0.05,mae,200,64,2021,0.1,0.08404043164414385
gbdt,0.7,0.05,mae,200,64,2021,1.0,0.0932563499907848
gbdt,0.7,0.05,mae,200,64,2021,10.0,0.12670185536085993
gbdt,0.7,0.05,mae,200,64,2022,0.0,0.0834346412739666
gbdt,0.7,0.05,mae,200,64,2022,0.1,0.08498232009822564
gbdt,0.7,0.05,mae,200,64,2022,1.0,0.09331859051843754
gbdt,0.7,0.05,mae,200,64,2022,10.0,0.12756246855684406
gbdt,0.7,0.05,mae,200,64,2023,0.0,0.08300130893045568
gbdt,0.7,0.05,mae,200,64,2023,0.1,0.08484979124086703
gbdt,0.7,0.05,mae,200,64,2023,1.0,0.0928997260743227
gbdt,0.7,0.05,mae,200,64,2023,10.0,0.12804182124683422
gbdt,0.7,0.05,mse,50,8,2020,0.0,0.23932936367340046
gbdt,0.7,0.05,mse,50,8,2020,0.1,0.24054725168180457
gbdt,0.7,0.05,mse,50,8,2020,1.0,0.24494369970411514
gbdt,0.7,0.05,mse,50,8,2020,10.0,0.2838005737661932
gbdt,0.7,0.05,mse,50,8,2021,0.0,0.23927277311106776
gbdt,0.7,0.05,mse,50,8,2021,0.1,0.23912165951945222
gbdt,0.7,0.05,mse,50,8,2021,1.0,0.24467725374072619
gbdt,0.7,0.05,mse,50,8,2021,10.0,0.284140338259497
gbdt,0.7,0.05,mse,50,8,2022,0.0,0.24046810200084767
gbdt,0.7,0.05,mse,50,8,2022,0.1,0.24048307998788548
gbdt,0.7,0.05,mse,50,8,2022,1.0,0.24540896010644447
gbdt,0.7,0.05,mse,50,8,2022,10.0,0.28425555677885617
gbdt,0.7,0.05,mse,50,8,2023,0.0,0.24176866504674596
gbdt,0.7,0.05,mse,50,8,2023,0.1,0.24193609966869759
gbdt,0.7,0.05,mse,50,8,2023,1.0,0.247428647438458
gbdt,0.7,0.05,mse,50,8,2023,10.0,0.28706395110388555
gbdt,0.7,0.05,mse,50,16,2020,0.0,0.2218914306460727
gbdt,0.7,0.05,mse,50,16,2020,0.1,0.22283443898552263
gbdt,0.7,0.05,mse,50,16,2020,1.0,0.23093154645852926
gbdt,0.7,0.05,mse,50,16,2020,10.0,0.28313376805417473
gbdt,0.7,0.05,mse,50,16,2021,0.0,0.22325857594485732
gbdt,0.7,0.05,mse,50,16,2021,0.1,0.2251189056673998
gbdt,0.7,0.05,mse,50,16,2021,1.0,0.23226120142422085
gbdt,0.7,0.05,mse,50,16,2021,10.0,0.2830976145686947
gbdt,0.7,0.05,mse,50,16,2022,0.0,0.22457917777055383
gbdt,0.7,0.05,mse,50,16,2022,0.1,0.22474508623399486
gbdt,0.7,0.05,mse,50,16,2022,1.0,0.23064105210345676
gbdt,0.7,0.05,mse,50,16,2022,10.0,0.2837434191739212
gbdt,0.7,0.05,mse,50,16,2023,0.0,0.22289398033591015
gbdt,0.7,0.05,mse,50,16,2023,0.1,0.22413544556235337
gbdt,0.7,0.05,mse,50,16,2023,1.0,0.23177633624738148
gbdt,0.7,0.05,mse,50,16,2023,10.0,0.28384687439415524
gbdt,0.7,0.05,mse,50,32,2020,0.0,0.21587368676868923
gbdt,0.7,0.05,mse,50,32,2020,0.1,0.21760276269131856
gbdt,0.7,0.05,mse,50,32,2020,1.0,0.2313421990912235
gbdt,0.7,0.05,mse,50,32,2020,10.0,0.28313376805417473
gbdt,0.7,0.05,mse,50,32,2021,0.0,0.21623682234186975
gbdt,0.7,0.05,mse,50,32,2021,0.1,0.21919071792794606
gbdt,0.7,0.05,mse,50,32,2021,1.0,0.2335847370347568
gbdt,0.7,0.05,mse,50,32,2021,10.0,0.2830976145686947
gbdt,0.7,0.05,mse,50,32,2022,0.0,0.21638674442802666
gbdt,0.7,0.05,mse,50,32,2022,0.1,0.21908021370023714
gbdt,0.7,0.05,mse,50,32,2022,1.0,0.23026983813012714
gbdt,0.7,0.05,mse,50,32,2022,10.0,0.2837434191739212
gbdt,0.7,0.05,mse,50,32,2023,0.0,0.21608006521832354
gbdt,0.7,0.05,mse,50,32,2023,0.1,0.21858971236445468
gbdt,0.7,0.05,mse,50,32,2023,1.0,0.2313229450541267
gbdt,0.7,0.05,mse,50,32,2023,10.0,0.28384687439415524
gbdt,0.7,0.05,mse,50,64,2020,0.0,0.21600050306314583
gbdt,0.7,0.05,mse,50,64,2020,0.1,0.21760276269131856
gbdt,0.7,0.05,mse,50,64,2020,1.0,0.2313421990912235
gbdt,0.7,0.05,mse,50,64,2020,10.0,0.28313376805417473
gbdt,0.7,0.05,mse,50,64,2021,0.0,0.21622858587685373
gbdt,0.7,0.05,mse,50,64,2021,0.1,0.21922699778759885
gbdt,0.7,0.05,mse,50,64,2021,1.0,0.2335847370347568
gbdt,0.7,0.05,mse,50,64,2021,10.0,0.2830976145686947
gbdt,0.7,0.05,mse,50,64,2022,0.0,0.21641243018308165
gbdt,0.7,0.05,mse,50,64,2022,0.1,0.21908021370023714
gbdt,0.7,0.05,mse,50,64,2022,1.0,0.23026983813012714
gbdt,0.7,0.05,mse,50,64,2022,10.0,0.2837434191739212
gbdt,0.7,0.05,mse,50,64,2023,0.0,0.2158807344177484
gbdt,0.7,0.05,mse,50,64,2023,0.1,0.21858971236445468
gbdt,0.7,0.05,mse,50,64,2023,1.0,0.2313229450541267
gbdt,0.7,0.05,mse,50,64,2023,10.0,0.28384687439415524
gbdt,0.7,0.05,mse,100,8,2020,0.0,0.11019819152447603
gbdt,0.7,0.05,mse,100,8,2020,0.1,0.1107917016081551
gbdt,0.7,0.05,mse,100,8,2020,1.0,0.11451364420752966
gbdt,0.7,0.05,mse,100,8,2020,10.0,0.14170442158488417
gbdt,0.7,0.05,mse,100,8,2021,0.0,0.10955561412570325
gbdt,0.7,0.05,mse,100,8,2021,0.1,0.11087647032188017
gbdt,0.7,0.05,mse,100,8,2021,1.0,0.11389629610169519
gbdt,0.7,0.05,mse,100,8,2021,10.0,0.14245135892911395
gbdt,0.7,0.05,mse,100,8,2022,0.0,0.11018923861272403
gbdt,0.7,0.05,mse,100,8,2022,0.1,0.11120509746231119
gbdt,0.7,0.05,mse,100,8,2022,1.0,0.11308078664749965
gbdt,0.7,0.05,mse,100,8,2022,10.0,0.14196327409524684
gbdt,0.7,0.05,mse,100,8,2023,0.0,0.11156126145202919
gbdt,0.7,0.05,mse,100,8,2023,0.1,0.11170060106484865
gbdt,0.7,0.05,mse,100,8,2023,1.0,0.11565029396669509
gbdt,0.7,0.05,mse,100,8,2023,10.0,0.14553548988906734
gbdt,0.7,0.05,mse,100,16,2020,0.0,0.0968692876274159
gbdt,0.7,0.05,mse,100,16,2020,0.1,0.09717307415048836
gbdt,0.7,0.05,mse,100,16,2020,1.0,0.10412307658098144
gbdt,0.7,0.05,mse,100,16,2020,10.0,0.1407302911681747
gbdt,0.7,0.05,mse,100,16,2021,0.0,0.09690020943683789
gbdt,0.7,0.05,mse,100,16,2021,0.1,0.09664388191992965
gbdt,0.7,0.05,mse,100,16,2021,1.0,0.1027509113382811
gbdt,0.7,0.05,mse,100,16,2021,10.0,0.14048455472879198
gbdt,0.7,0.05,mse,100,16,2022,0.0,0.09812805423867371
gbdt,0.7,0.05,mse,100,16,2022,0.1,0.09703605227748172
gbdt,0.7,0.05,mse,100,16,2022,1.0,0.10585984057502396
gbdt,0.7,0.05,mse,100,16,2022,10.0,0.14091870601806628
gbdt,0.7,0.05,mse,100,16,2023,0.0,0.09640573232034218
gbdt,0.7,0.05,mse,100,16,2023,0.1,0.09807306539520644
gbdt,0.7,0.05,mse,100,16,2023,1.0,0.10594625685873807
gbdt,0.7,0.05,mse,100,16,2023,10.0,0.1417552404971433
gbdt,0.7,0.05,mse,100,32,2020,0.0,0.09207685382244819
gbdt,0.7,0.05,mse,100,32,2020,0.1,0.09323816993930649
gbdt,0.7,0.05,mse,100,32,2020,1.0,0.10539631844593411
gbdt,0.7,0.05,mse,100,32,2020,10.0,0.1407302911681747
gbdt,0.7,0.05,mse,100,32,2021,0.0,0.09096630603806546
gbdt,0.7,0.05,mse,100,32,2021,0.1,0.09348577684082651
gbdt,0.7,0.05,mse,100,32,2021,1.0,0.10474684996387931
gbdt,0.7,0.05,mse,100,32,2021,10.0,0.14048455472879198
gbdt,0.7,0.05,mse,100,32,2022,0.0,0.09206102731812596
gbdt,0.7,0.05,mse,100,32,2022,0.1,0.09401377555358477
gbdt,0.7,0.05,mse,100,32,2022,1.0,0.10491068518228855
gbdt,0.7,0.05,mse,100,32,2022,10.0,0.14091870601806628
gbdt,0.7,0.05,mse,100,32,2023,0.0,0.09221235190553834
gbdt,0.7,0.05,mse,100,32,2023,0.1,0.09360445366409775
gbdt,0.7,0.05,mse,100,32,2023,1.0,0.10477468774456841
gbdt,0.7,0.05,mse,100,32,2023,10.0,0.1417552404971433
gbdt,0.7,0.05,mse,100,64,2020,0.0,0.09192324305289348
gbdt,0.7,0.05,mse,100,64,2020,0.1,0.09323816993930649
gbdt,0.7,0.05,mse,100,64,2020,1.0,0.10539631844593411
gbdt,0.7,0.05,mse,100,64,2020,10.0,0.1407302911681747
gbdt,0.7,0.05,mse,100,64,2021,0.0,0.0909149957600377
gbdt,0.7,0.05,mse,100,64,2021,0.1,0.09332186109927873
gbdt,0.7,0.05,mse,100,64,2021,1.0,0.10474684996387931
gbdt,0.7,0.05,mse,100,64,2021,10.0,0.14048455472879198
gbdt,0.7,0.05,mse,100,64,2022,0.0,0.09158836359604672
gbdt,0.7,0.05,mse,100,64,2022,0.1,0.09401377555358477
gbdt,0.7,0.05,mse,100,64,2022,1.0,0.10491068518228855
gbdt,0.7,0.05,mse,100,64,2022,10.0,0.14091870601806628
gbdt,0.7,0.05,mse,100,64,2023,0.0,0.09125682491732107
gbdt,0.7,0.05,mse,100,64,2023,0.1,0.09360445366409775
gbdt,0.7,0.05,mse,100,64,2023,1.0,0.10477468774456841
gbdt,0.7,0.05,mse,100,64,2023,10.0,0.1417552404971433
gbdt,0.7,0.05,mse,150,8,2020,0.0,0.10154446545373767
gbdt,0.7,0.05,mse,150,8,2020,0.1,0.10123153536593561
gbdt,0.7,0.05,mse,150,8,2020,1.0,0.10362383015244321
gbdt,0.7,0.05,mse,150,8,2020,10.0,0.13069588261233853
gbdt,0.7,0.05,mse,150,8,2021,0.0,0.1004413743397569
gbdt,0.7,0.05,mse,150,8,2021,0.1,0.10117013832280544
gbdt,0.7,0.05,mse,150,8,2021,1.0,0.10330245072643487
gbdt,0.7,0.05,mse,150,8,2021,10.0,0.13122913035455558
gbdt,0.7,0.05,mse,150,8,2022,0.0,0.10074762688538622
gbdt,0.7,0.05,mse,150,8,2022,0.1,0.10146620948123815
gbdt,0.7,0.05,mse,150,8,2022,1.0,0.10191300185464644
gbdt,0.7,0.05,mse,150,8,2022,10.0,0.1311341449510534
gbdt,0.7,0.05,mse,150,8,2023,0.0,0.10200520469331079
gbdt,0.7,0.05,mse,150,8,2023,0.1,0.10190591030716563
gbdt,0.7,0.05,mse,150,8,2023,1.0,0.10463728134995806
gbdt,0.7,0.05,mse,150,8,2023,10.0,0.13357036050204346
gbdt,0.7,0.05,mse,150,16,2020,0.0,0.08958795970463922
gbdt,0.7,0.05,mse,150,16,2020,0.1,0.08971498663017927
gbdt,0.7,0.05,mse,150,16,2020,1.0,0.09484572204926323
gbdt,0.7,0.05,mse,150,16,2020,10.0,0.1292299095683948
gbdt,0.7,0.05,mse,150,16,2021,0.0,0.09008693081246508
gbdt,0.7,0.05,mse,150,16,2021,0.1,0.08968689354423892
gbdt,0.7,0.05,mse,150,16,2021,1.0,0.09417317988414324
gbdt,0.7,0.05,mse,150,16,2021,10.0,0.12893780736600605
gbdt,0.7,0.05,mse,150,16,2022,0.0,0.09116824228553846
gbdt,0.7,0.05,mse,150,16,2022,0.1,0.08992200843118124
gbdt,0.7,0.05,mse,150,16,2022,1.0,0.09647351729354273
gbdt,0.7,0.05,mse,150,16,2022,10.0,0.1296511965549955
gbdt,0.7,0.05,mse,150,16,2023,0.0,0.08938800771365721
gbdt,0.7,0.05,mse,150,16,2023,0.1,0.0901966100945745
gbdt,0.7,0.05,mse,150,16,2023,1.0,0.0965703980288369
gbdt,0.7,0.05,mse,150,16,2023,10.0,0.1302526939838618
gbdt,0.7,0.05,mse,150,32,2020,0.0,0.08605072327714183
gbdt,0.7,0.05,mse,150,32,2020,0.1,0.08644684917671805
gbdt,0.7,0.05,mse,150,32,2020,1.0,0.0965428597364402
gbdt,0.7,0.05,mse,150,32,2020,10.0,0.1292299095683948
gbdt,0.7,0.05,mse,150,32,2021,0.0,0.0847424073745069
gbdt,0.7,0.05,mse,150,32,2021,0.1,0.08632011352919855
gbdt,0.7,0.05,mse,150,32,2021,1.0,0.09549547145015584
gbdt,0.7,0.05,mse,150,32,2021,10.0,0.12893780736600605
gbdt,0.7,0.05,mse,150,32,2022,0.0,0.08619126663993146
gbdt,0.7,0.05,mse,150,32,2022,0.1,0.08707924823571334
gbdt,0.7,0.05,mse,150,32,2022,1.0,0.09555035688918022
gbdt,0.7,0.05,mse,150,32,2022,10.0,0.1296511965549955
gbdt,0.7,0.05,mse,150,32,2023,0.0,0.08588952855737364
gbdt,0.7,0.05,mse,150,32,2023,0.1,0.08722665891696285
gbdt,0.7,0.05,mse,150,32,2023,1.0,0.09550121606652809
gbdt,0.7,0.05,mse,150,32,2023,10.0,0.1302526939838618
gbdt,0.7,0.05,mse,150,64,2020,0.0,0.08570064361967973
gbdt,0.7,0.05,mse,150,64,2020,0.1,0.08651105620831015
gbdt,0.7,0.05,mse,150,64,2020,1.0,0.0965428597364402
gbdt,0.7,0.05,mse,150,64,2020,10.0,0.1292299095683948
gbdt,0.7,0.05,mse,150,64,2021,0.0,0.0848964426688055
gbdt,0.7,0.05,mse,150,64,2021,0.1,0.0861571014866714
gbdt,0.7,0.05,mse,150,64,2021,1.0,0.09549547145015584
gbdt,0.7,0.05,mse,150,64,2021,10.0,0.12893780736600605
gbdt,0.7,0.05,mse,150,64,2022,0.0,0.08545814333500733
gbdt,0.7,0.05,mse,150,64,2022,0.1,0.08715585564348916
gbdt,0.7,0.05,mse,150,64,2022,1.0,0.09555035688918022
gbdt,0.7,0.05,mse,150,64,2022,10.0,0.1296511965549955
gbdt,0.7,0.05,mse,150,64,2023,0.0,0.0851955679953447
gbdt,0.7,0.05,mse,150,64,2023,0.1,0.0872051965335557
gbdt,0.7,0.05,mse,150,64,2023,1.0,0.09550121606652809
gbdt,0.7,0.05,mse,150,64,2023,10.0,0.1302526939838618
gbdt,0.7,0.05,mse,200,8,2020,0.0,0.09805571309324669
gbdt,0.7,0.05,mse,200,8,2020,0.1,0.0978022375017213
gbdt,0.7,0.05,mse,200,8,2020,1.0,0.10004261058600902
gbdt,0.7,0.05,mse,200,8,2020,10.0,0.1284081827928616
gbdt,0.7,0.05,mse,200,8,2021,0.0,0.09732251505873901
gbdt,0.7,0.05,mse,200,8,2021,0.1,0.09811282154527919
gbdt,0.7,0.05,mse,200,8,2021,1.0,0.1000436786239934
gbdt,0.7,0.05,mse,200,8,2021,10.0,0.12898291118211067
gbdt,0.7,0.05,mse,200,8,2022,0.0,0.09728113443697006
gbdt,0.7,0.05,mse,200,8,2022,0.1,0.09818282859256396
gbdt,0.7,0.05,mse,200,8,2022,1.0,0.09820914412521269
gbdt,0.7,0.05,mse,200,8,2022,10.0,0.1289661212211468
gbdt,0.7,0.05,mse,200,8,2023,0.0,0.09908717067608448
gbdt,0.7,0.05,mse,200,8,2023,0.1,0.09788168561379854
gbdt,0.7,0.05,mse,200,8,2023,1.0,0.1015243516891368
gbdt,0.7,0.05,mse,200,8,2023,10.0,0.13127199759555228
gbdt,0.7,0.05,mse,200,16,2020,0.0,0.08703180317184436
gbdt,0.7,0.05,mse,200,16,2020,0.1,0.08688960780691708
gbdt,0.7,0.05,mse,200,16,2020,1.0,0.09237164199790818
gbdt,0.7,0.05,mse,200,16,2020,10.0,0.1269322057897227
gbdt,0.7,0.05,mse,200,16,2021,0.0,0.0878951179254838
gbdt,0.7,0.05,mse,200,16,2021,0.1,0.08734672174658857
gbdt,0.7,0.05,mse,200,16,2021,1.0,0.09200092016572355
gbdt,0.7,0.05,mse,200,16,2021,10.0,0.12670185536085993
gbdt,0.7,0.05,mse,200,16,2022,0.0,0.08859806820791528
gbdt,0.7,0.05,mse,200,16,2022,0.1,0.08749776986290228
gbdt,0.7,0.05,mse,200,16,2022,1.0,0.09411332291151389
gbdt,0.7,0.05,mse,200,16,2022,10.0,0.12756246855684406
gbdt,0.7,0.05,mse,200,16,2023,0.0,0.08671535139992774
gbdt,0.7,0.05,mse,200,16,2023,0.1,0.08771309723398246
gbdt,0.7,0.05,mse,200,16,2023,1.0,0.09401753473247323
gbdt,0.7,0.05,mse,200,16,2023,10.0,0.12804182124683422
gbdt,0.7,0.05,mse,200,32,2020,0.0,0.08413365277424499
gbdt,0.7,0.05,mse,200,32,2020,0.1,0.08468750785881948
gbdt,0.7,0.05,mse,200,32,2020,1.0,0.0941320305972817
gbdt,0.7,0.05,mse,200,32,2020,10.0,0.1269322057897227
gbdt,0.7,0.05,mse,200,32,2021,0.0,0.08281322782099386
gbdt,0.7,0.05,mse,200,32,2021,0.1,0.08427824143467665
gbdt,0.7,0.05,mse,200,32,2021,1.0,0.0932563499907848
gbdt,0.7,0.05,mse,200,32,2021,10.0,0.12670185536085993
gbdt,0.7,0.05,mse,200,32,2022,0.0,0.08416858503086375
gbdt,0.7,0.05,mse,200,32,2022,0.1,0.08496168117808042
gbdt,0.7,0.05,mse,200,32,2022,1.0,0.09331859051843754
gbdt,0.7,0.05,mse,200,32,2022,10.0,0.12756246855684406
gbdt,0.7,0.05,mse,200,32,2023,0.0,0.0835854035125114
gbdt,0.7,0.05,mse,200,32,2023,0.1,0.08499045532996605
gbdt,0.7,0.05,mse,200,32,2023,1.0,0.0928997260743227
gbdt,0.7,0.05,mse,200,32,2023,10.0,0.12804182124683422
gbdt,0.7,0.05,mse,200,64,2020,0.0,0.08366101390920064
gbdt,0.7,0.05,mse,200,64,2020,0.1,0.08467353050172965
gbdt,0.7,0.05,mse,200,64,2020,1.0,0.0941320305972817
gbdt,0.7,0.05,mse,200,64,2020,10.0,0.1269322057897227
gbdt,0.7,0.05,mse,200,64,2021,0.0,0.08292285754465006
gbdt,0.7,0.05,mse,200,64,2021,0.1,0.08404043164414385
gbdt,0.7,0.05,mse,200,64,2021,1.0,0.0932563499907848
gbdt,0.7,0.05,mse,200,64,2021,10.0,0.12670185536085993
gbdt,0.7,0.05,mse,200,64,2022,0.0,0.0834346412739666
gbdt,0.7,0.05,mse,200,64,2022,0.1,0.08498232009822564
gbdt,0.7,0.05,mse,200,64,2022,1.0,0.09331859051843754
gbdt,0.7,0.05,mse,200,64,2022,10.0,0.12756246855684406
gbdt,0.7,0.05,mse,200,64,2023,0.0,0.08300130893045568
gbdt,0.7,0.05,mse,200,64,2023,0.1,0.08484979124086703
gbdt,0.7,0.05,mse,200,64,2023,1.0,0.0928997260743227
gbdt,0.7,0.05,mse,200,64,2023,10.0,0.12804182124683422
gbdt,0.7,0.1,mae,50,8,2020,0.0,0.11405567396675687
gbdt,0.7,0.1,mae,50,8,2020,0.1,0.11303371291101313
gbdt,0.7,0.1,mae,50,8,2020,1.0,0.11604472014465814
gbdt,0.7,0.1,mae,50,8,2020,10.0,0.1433028527840351
gbdt,0.7,0.1,mae,50,8,2021,0.0,0.1132983365932025
gbdt,0.7,0.1,mae,50,8,2021,0.1,0.11218027216682455
gbdt,0.7,0.1,mae,50,8,2021,1.0,0.11399356616441383
gbdt,0.7,0.1,mae,50,8,2021,10.0,0.14398200237741557
gbdt,0.7,0.1,mae,50,8,2022,0.0,0.114982118494522
gbdt,0.7,0.1,mae,50,8,2022,0.1,0.11524821169787888
gbdt,0.7,0.1,mae,50,8,2022,1.0,0.11815995873070606
gbdt,0.7,0.1,mae,50,8,2022,10.0,0.14431294314696405
gbdt,0.7,0.1,mae,50,8,2023,0.0,0.11980582684187495
gbdt,0.7,0.1,mae,50,8,2023,0.1,0.1187418699576956
gbdt,0.7,0.1,mae,50,8,2023,1.0,0.12043561659948174
gbdt,0.7,0.1,mae,50,8,2023,10.0,0.14754387586615803
gbdt,0.7,0.1,mae,50,16,2020,0.0,0.09689830746418164
gbdt,0.7,0.1,mae,50,16,2020,0.1,0.09808659506200047
gbdt,0.7,0.1,mae,50,16,2020,1.0,0.10543477872259455
gbdt,0.7,0.1,mae,50,16,2020,10.0,0.14562883541311425
gbdt,0.7,0.1,mae,50,16,2021,0.0,0.09634552468037064
gbdt,0.7,0.1,mae,50,16,2021,0.1,0.09543320497458027
gbdt,0.7,0.1,mae,50,16,2021,1.0,0.10397607880659605
gbdt,0.7,0.1,mae,50,16,2021,10.0,0.14254472572050084
gbdt,0.7,0.1,mae,50,16,2022,0.0,0.09957798383520204
gbdt,0.7,0.1,mae,50,16,2022,0.1,0.10120059725365557
gbdt,0.7,0.1,mae,50,16,2022,1.0,0.10625629426910103
gbdt,0.7,0.1,mae,50,16,2022,10.0,0.1439437191985597
gbdt,0.7,0.1,mae,50,16,2023,0.0,0.10091014901462733
gbdt,0.7,0.1,mae,50,16,2023,0.1,0.10213834511524975
gbdt,0.7,0.1,mae,50,16,2023,1.0,0.10789568375508837
gbdt,0.7,0.1,mae,50,16,2023,10.0,0.14416623687835967
gbdt,0.7,0.1,mae,50,32,2020,0.0,0.09289898306102733
gbdt,0.7,0.1,mae,50,32,2020,0.1,0.09493548136538828
gbdt,0.7,0.1,mae,50,32,2020,1.0,0.10709266845289767
gbdt,0.7,0.1,mae,50,32,2020,10.0,0.14562883541311425
gbdt,0.7,0.1,mae,50,32,2021,0.0,0.09077769082690995
gbdt,0.7,0.1,mae,50,32,2021,0.1,0.09269661142375088
gbdt,0.7,0.1,mae,50,32,2021,1.0,0.1051944205354074
gbdt,0.7,0.1,mae,50,32,2021,10.0,0.14254472572050084
